Opponent's deck,Player's deck,Crowns taken,Win
"['Valkyrie', 'Knight', 'Hog Rider', 'Minions', 'Witch', 'Elite Barbarians', 'Rage', 'Electro Wizard']","['Royal Giant', 'Firecracker', 'Fireball', 'The Log', 'Fisherman', 'Skeleton King', 'Mother Witch', 'Tombstone']","[1, 0]",1
"['Bats', 'Fireball', 'Balloon', 'Tornado', 'Inferno Dragon', 'Arrows', 'Lumberjack', 'P.E.K.K.A']","['Skeletons', 'Bats', 'Elixir Golem', 'Elixir Collector', 'Rage', 'Arrows', 'Skeleton King', 'Night Witch']","[1, 2]",0
"['Firecracker', 'Knight', 'Hog Rider', 'Bomb Tower', 'The Log', 'Guards', 'Earthquake', 'Electro Spirit']","['Barbarians', 'Night Witch', 'Rage', 'Skeleton King', 'Fireball', 'Arrows', 'Elixir Golem', 'Flying Machine']","[0, 1]",0
"['Knight', 'Skeletons', 'Three Musketeers', 'Royal Ghost', 'Elite Barbarians', 'Heal Spirit', 'Rage', 'Elixir Collector']","['Barbarians', 'Night Witch', 'Rage', 'Skeleton King', 'Fireball', 'Arrows', 'Elixir Golem', 'Flying Machine']","[3, 1]",1
"['Skeletons', 'Archers', 'Bowler', 'Goblin Giant', 'Little Prince', 'Fisherman', 'Lightning', 'Arrows']","['Barbarians', 'Night Witch', 'Rage', 'Skeleton King', 'Fireball', 'Arrows', 'Elixir Golem', 'Flying Machine']","[0, 3]",0
"['Royal Recruits', 'Electro Spirit', 'Royal Hogs', 'Flying Machine', 'Fireball', 'Barbarian Barrel', 'Zappies', 'Goblin Cage']","['Barbarians', 'Night Witch', 'Rage', 'Skeleton King', 'Fireball', 'Arrows', 'Elixir Golem', 'Flying Machine']","[1, 0]",1
"['Mortar', 'Knight', 'Flying Machine', 'Fireball', 'Mini P.E.K.K.A', 'P.E.K.K.A', 'Zap', 'Mega Minion']","['Barbarians', 'Night Witch', 'Rage', 'Skeleton King', 'Fireball', 'Arrows', 'Elixir Golem', 'Flying Machine']","[3, 0]",1
"['Firecracker', 'Knight', 'The Log', 'Ice Spirit', 'Goblins', 'Bomb Tower', 'Hog Rider', 'Earthquake']","['Barbarians', 'Night Witch', 'Rage', 'Skeleton King', 'Fireball', 'Arrows', 'Elixir Golem', 'Flying Machine']","[0, 1]",0
"['Firecracker', 'Bats', 'Arrows', 'Wall Breakers', 'Bowler', 'Hog Rider', 'Goblins', 'Mega Knight']","['Firecracker', 'Skeletons', 'Earthquake', 'Mighty Miner', 'The Log', 'Hog Rider', 'Bomb Tower', 'Ice Spirit']","[1, 3]",0
"['Knight', 'Firecracker', 'Hog Rider', 'Goblins', 'Ice Spirit', 'Tesla', 'The Log', 'Earthquake']","['Firecracker', 'Skeletons', 'Earthquake', 'Mighty Miner', 'The Log', 'Hog Rider', 'Bomb Tower', 'Ice Spirit']","[0, 1]",0
"['Knight', 'Bomber', 'Little Prince', 'Mega Knight', 'Inferno Dragon', 'Hog Rider', 'Arrows', 'Lightning']","['Firecracker', 'Skeletons', 'Earthquake', 'Mighty Miner', 'The Log', 'Hog Rider', 'Bomb Tower', 'Ice Spirit']","[0, 1]",0
"['Knight', 'Ice Wizard', 'Arrows', 'Tornado', 'Tombstone', 'Bowler', 'Graveyard', 'Inferno Dragon']","['Firecracker', 'Skeletons', 'Earthquake', 'Mighty Miner', 'The Log', 'Hog Rider', 'Bomb Tower', 'Ice Spirit']","[1, 0]",1
"['Barbarians', 'Bats', 'Giant', 'Night Witch', 'Bowler', 'Arrows', 'Giant Snowball', 'Graveyard']","['Firecracker', 'Skeletons', 'Earthquake', 'Mighty Miner', 'The Log', 'Hog Rider', 'Bomb Tower', 'Ice Spirit']","[1, 0]",1
"['Knight', 'Inferno Dragon', 'Rocket', 'Graveyard', 'Freeze', 'Bowler', 'Tornado', 'Little Prince']","['Skeletons', 'Knight', 'Ice Wizard', 'The Log', 'Tornado', 'X-Bow', 'Rocket', 'Tesla']","[1, 0]",1
"['Barbarians', 'Giant', 'Zap', 'Mini P.E.K.K.A', 'Tornado', 'Poison', 'Executioner', 'Electro Wizard']","['Skeletons', 'Knight', 'Ice Wizard', 'The Log', 'Tornado', 'X-Bow', 'Rocket', 'Tesla']","[0, 1]",0
"['Knight', 'Valkyrie', 'Firecracker', 'Skeleton Barrel', 'Wall Breakers', 'Fireball', 'Little Prince', 'Arrows']","['Skeletons', 'Knight', 'Ice Wizard', 'The Log', 'Tornado', 'X-Bow', 'Rocket', 'Tesla']","[0, 1]",0
"['Fisherman', 'Royal Recruits', 'Minions', 'Goblin Barrel', 'Rascals', 'Miner', 'Baby Dragon', 'Zap']","['The Log', 'Phoenix', 'Electro Giant', 'Mini P.E.K.K.A', 'Hog Rider', 'Goblins', 'Tesla', 'Mega Minion']","[1, 2]",0
"['Prince', 'Baby Dragon', 'Goblin Gang', 'Fireball', 'Musketeer', 'The Log', 'Princess', 'Fire Spirit']","['Skeleton King', 'Bomb Tower', 'Graveyard', 'Ice Wizard', 'Poison', 'Barbarian Barrel', 'Tornado', 'Baby Dragon']","[1, 0]",1
"['Bomber', 'Phoenix', 'Electro Giant', 'Barbarian Barrel', 'Tornado', 'Cannon', 'Lightning', 'Golden Knight']","['Skeletons', 'Knight', 'Ice Wizard', 'The Log', 'Tornado', 'X-Bow', 'Rocket', 'Tesla']","[0, 1]",0
"['Firecracker', 'Goblins', 'Mighty Miner', 'The Log', 'Tesla', 'Earthquake', 'Ice Spirit', 'Hog Rider']","['Skeletons', 'Valkyrie', 'Hog Rider', 'Electro Spirit', 'Lightning', 'Tornado', 'Executioner', 'Rage']","[0, 1]",0
"['Tesla', 'Arrows', 'Hog Rider', 'Minions', 'Goblin Gang', 'Valkyrie', 'Witch', 'Goblin Barrel']","['Skeletons', 'Knight', 'Ice Wizard', 'The Log', 'Tornado', 'X-Bow', 'Rocket', 'Tesla']","[1, 0]",1
"['Firecracker', 'Knight', 'Hog Rider', 'Earthquake', 'Skeletons', 'Ice Spirit', 'The Log', 'Tesla']","['Skeletons', 'Knight', 'Ice Wizard', 'The Log', 'Tornado', 'X-Bow', 'Rocket', 'Tesla']","[0, 1]",0
"['Firecracker', 'Golden Knight', 'Knight', 'Barbarian Barrel', 'Ice Wizard', 'Hog Rider', 'Skeletons', 'Tornado']","['Skeletons', 'Knight', 'Little Prince', 'Fisherman', 'Arrows', 'Skeleton Dragons', 'Goblin Giant', 'Fireball']","[2, 0]",1
"['Firecracker', 'Goblin Gang', 'Witch', 'Mega Knight', 'Goblin Cage', 'Electro Spirit', 'Arrows', 'Hog Rider']","['Firecracker', 'Lightning', 'Witch', 'Zap', 'Tesla', 'Mega Knight', 'Valkyrie', 'Arrows']","[0, 1]",0
"['Knight', 'Poison', 'Tornado', 'Little Prince', 'Tombstone', 'Barbarian Barrel', 'Graveyard', 'Baby Dragon']","['Knight', 'Freeze', 'Skeleton Dragons', 'Balloon', 'Zap', 'Lumberjack', 'Bomb Tower', 'Ice Spirit']","[0, 1]",0
"['Knight', 'Little Prince', 'Poison', 'Bomb Tower', 'Goblins', 'The Log', 'Ice Spirit', 'Miner']","['Skeletons', 'Knight', 'Ice Wizard', 'The Log', 'Tornado', 'X-Bow', 'Rocket', 'Tesla']","[1, 0]",1
"['Firecracker', 'Bats', 'Mega Knight', 'Inferno Dragon', 'Miner', 'Zap', 'Spear Goblins', 'Little Prince']","['Firecracker', 'Electro Giant', 'Dark Prince', 'Electro Spirit', 'Earthquake', 'The Log', 'Tornado', 'Cannon']","[1, 0]",1
"['Mortar', 'Bomber', 'The Log', 'Cannon Cart', 'Rascals', 'Goblin Barrel', 'Goblin Gang', 'Fireball']","['Graveyard', 'Poison', 'Phoenix', 'Ice Wizard', 'Skeleton King', 'Tombstone', 'Tornado', 'Barbarian Barrel']","[0, 1]",0
"['Archers', 'Knight', 'Goblin Giant', 'Rage', 'Mini P.E.K.K.A', 'Sparky', 'Arrows', 'Minions']","['Graveyard', 'Poison', 'Phoenix', 'Ice Wizard', 'Skeleton King', 'Tombstone', 'Tornado', 'Barbarian Barrel']","[0, 1]",0
"['Royal Giant', 'Bomber', 'Giant Skeleton', 'Little Prince', 'Mother Witch', 'Fisherman', 'Arrows', 'Rage']","['Graveyard', 'Poison', 'Phoenix', 'Ice Wizard', 'Skeleton King', 'Tombstone', 'Tornado', 'Barbarian Barrel']","[1, 0]",1
"['Skeletons', 'Electro Dragon', 'Mini P.E.K.K.A', 'Royal Giant', 'Firecracker', 'Inferno Dragon', 'Arrows', 'Lightning']","['Barbarians', 'Hog Rider', 'Mini P.E.K.K.A', 'Musketeer', 'Inferno Dragon', 'Arrows', 'Zap', 'Giant Snowball']","[1, 0]",1
"['Firecracker', 'Witch', 'Arrows', 'Hog Rider', 'Mini P.E.K.K.A', 'Mighty Miner', 'Ram Rider', 'Baby Dragon']","['Barbarians', 'Hog Rider', 'Mini P.E.K.K.A', 'Musketeer', 'Inferno Dragon', 'Arrows', 'Zap', 'Giant Snowball']","[2, 1]",1
"['Mortar', 'Knight', 'Royal Delivery', 'Skeleton Army', 'Miner', 'Mini P.E.K.K.A', 'Firecracker', 'Witch']","['Barbarians', 'Hog Rider', 'Mini P.E.K.K.A', 'Musketeer', 'Inferno Dragon', 'Arrows', 'Zap', 'Giant Snowball']","[1, 0]",1
"['Bomber', 'Firecracker', 'P.E.K.K.A', 'Inferno Tower', 'Mini P.E.K.K.A', 'Knight', 'Princess', 'Zap']","['Barbarians', 'Hog Rider', 'Mini P.E.K.K.A', 'Musketeer', 'Inferno Dragon', 'Arrows', 'Zap', 'Giant Snowball']","[3, 0]",1
"['Firecracker', 'Hog Rider', 'Inferno Tower', 'Ice Spirit', 'Giant Skeleton', 'The Log', 'Little Prince', 'Witch']","['Barbarians', 'Hog Rider', 'Mini P.E.K.K.A', 'Musketeer', 'Inferno Dragon', 'Arrows', 'Zap', 'Giant Snowball']","[1, 0]",1
"['Bats', 'Goblin Gang', 'Inferno Dragon', 'Firecracker', 'Elite Barbarians', 'Arrows', 'Flying Machine', 'Zap']","['Barbarians', 'Hog Rider', 'Mini P.E.K.K.A', 'Musketeer', 'Inferno Dragon', 'Arrows', 'Zap', 'Giant Snowball']","[1, 0]",1
"['The Log', 'Wizard', 'Skeleton Army', 'Mini P.E.K.K.A', 'Fireball', 'Witch', 'Baby Dragon', 'Valkyrie']","['Barbarians', 'Hog Rider', 'Mini P.E.K.K.A', 'Musketeer', 'Inferno Dragon', 'Arrows', 'Zap', 'Giant Snowball']","[1, 0]",1
"['Firecracker', 'Little Prince', 'Inferno Dragon', 'Zap', 'Tornado', 'Electro Dragon', 'Elite Barbarians', 'Mirror']","['Barbarians', 'Hog Rider', 'Mini P.E.K.K.A', 'Musketeer', 'Inferno Dragon', 'Arrows', 'Zap', 'Giant Snowball']","[2, 0]",1
"['Mega Knight', 'Dart Goblin', 'Minion Horde', 'Giant Skeleton', 'Barbarians', 'Baby Dragon', 'Mega Minion', 'Prince']","['Mega Minion', 'Inferno Dragon', 'Golem', 'Baby Dragon', 'P.E.K.K.A', 'Valkyrie', 'Night Witch', 'Mini P.E.K.K.A', 'Electro Wizard', 'Mega Knight', 'Elite Barbarians', 'Ice Wizard']","[0, 3]",0
"['Bats', 'Inferno Tower', 'Giant', 'P.E.K.K.A', 'Goblin Gang', 'Graveyard', 'Mega Knight', 'Royal Ghost']","['Mega Minion', 'Inferno Dragon', 'Golem', 'Baby Dragon', 'P.E.K.K.A', 'Valkyrie', 'Night Witch', 'Mini P.E.K.K.A', 'Electro Wizard', 'Mega Knight', 'Elite Barbarians', 'Ice Wizard']","[3, 0]",1
"['Royal Giant', 'Dart Goblin', 'Minions', 'Archers', 'Elite Barbarians', 'Royal Hogs', 'Lumberjack', 'Magic Archer']","['Mega Minion', 'Inferno Dragon', 'Golem', 'Baby Dragon', 'P.E.K.K.A', 'Valkyrie', 'Night Witch', 'Mini P.E.K.K.A', 'Electro Wizard', 'Mega Knight', 'Elite Barbarians', 'Ice Wizard']","[0, 3]",0
"['Giant Skeleton', 'Hunter', 'Princess', 'Dark Prince', 'Valkyrie', 'Mini P.E.K.K.A', 'Hog Rider', 'Musketeer']","['Mega Minion', 'Inferno Dragon', 'Golem', 'Baby Dragon', 'P.E.K.K.A', 'Valkyrie', 'Night Witch', 'Mini P.E.K.K.A', 'Electro Wizard', 'Mega Knight', 'Elite Barbarians', 'Ice Wizard']","[3, 0]",1
"['Rage', 'Clone', 'Goblin Gang', 'Magic Archer', 'Elite Barbarians', 'Skeleton Barrel', 'Baby Dragon', 'Wizard']","['Mega Minion', 'Inferno Dragon', 'Golem', 'Baby Dragon', 'P.E.K.K.A', 'Valkyrie', 'Night Witch', 'Mini P.E.K.K.A', 'Electro Wizard', 'Mega Knight', 'Elite Barbarians', 'Ice Wizard']","[3, 0]",1
"['Fireball', 'Bomber', 'Electro Giant', 'Valkyrie', 'Elite Barbarians', 'Goblin Cage', 'Giant Skeleton', 'Freeze']","['Mega Minion', 'Inferno Dragon', 'Golem', 'Baby Dragon', 'P.E.K.K.A', 'Valkyrie', 'Night Witch', 'Mini P.E.K.K.A', 'Electro Wizard', 'Mega Knight', 'Elite Barbarians', 'Ice Wizard']","[0, 3]",0
"['Elixir Golem', 'Heal Spirit', 'Clone', 'Fire Spirit', 'Elixir Collector', 'Rage', 'Skeletons', 'Mirror']","['Mega Minion', 'Inferno Dragon', 'Golem', 'Baby Dragon', 'P.E.K.K.A', 'Valkyrie', 'Night Witch', 'Mini P.E.K.K.A', 'Electro Wizard', 'Mega Knight', 'Elite Barbarians', 'Ice Wizard']","[0, 3]",0
"['Fire Spirit', 'Battle Ram', 'Royal Hogs', 'Cannon Cart', 'Bats', 'Giant', 'Magic Archer', 'Baby Dragon']","['Mega Minion', 'Inferno Dragon', 'Golem', 'Baby Dragon', 'P.E.K.K.A', 'Valkyrie', 'Night Witch', 'Mini P.E.K.K.A', 'Electro Wizard', 'Mega Knight', 'Elite Barbarians', 'Ice Wizard']","[0, 3]",0
"['Elixir Golem', 'Electro Wizard', 'Goblin Barrel', 'Hog Rider', 'Royal Giant', 'Prince', 'Firecracker', 'Battle Healer']","['Mega Minion', 'Inferno Dragon', 'Golem', 'Baby Dragon', 'P.E.K.K.A', 'Valkyrie', 'Night Witch', 'Mini P.E.K.K.A', 'Electro Wizard', 'Mega Knight', 'Elite Barbarians', 'Ice Wizard']","[3, 0]",1
"['Rage', 'Valkyrie', 'Zap', 'Witch', 'Mini P.E.K.K.A', 'Minions', 'Giant Skeleton', 'Musketeer']","['Mega Minion', 'Inferno Dragon', 'Golem', 'Baby Dragon', 'P.E.K.K.A', 'Valkyrie', 'Night Witch', 'Mini P.E.K.K.A', 'Electro Wizard', 'Mega Knight', 'Elite Barbarians', 'Ice Wizard']","[0, 3]",0
"['Electro Giant', 'Knight', 'Arrows', 'Magic Archer', 'Minion Horde', 'Skeleton Dragons', 'Graveyard', 'Heal Spirit']","['Electro Spirit', 'Balloon', 'Dark Prince', 'Wizard', 'Fisherman', 'Rocket', 'Tesla', 'Miner']","[0, 3]",0
"['Battle Healer', 'Elixir Golem', 'Elixir Collector', 'Goblins', 'Minions', 'Bats', 'Royal Hogs', 'Earthquake']","['Fireball', 'Balloon', 'Tesla', 'Spear Goblins', 'Electro Spirit', 'X-Bow', 'Goblin Giant', 'Miner']","[1, 2]",0
"['Skeleton Barrel', 'Miner', 'Giant Snowball', 'Firecracker', 'Fire Spirit', 'Minions', 'Heal Spirit', 'Tornado']","['Poison', 'Spear Goblins', 'Executioner', 'Guards', 'Tesla', 'Fireball', 'Ice Golem', 'Goblin Barrel']","[1, 0]",1
"['Royal Giant', 'Zap', 'Mega Minion', 'Heal Spirit', 'Elixir Golem', 'Ice Golem', 'Graveyard', 'Goblin Cage']","['Elite Barbarians', 'Three Musketeers', 'Guards', 'Goblin Drill', 'Goblins', 'Phoenix', 'Rocket', 'Tesla']","[3, 0]",1
"['Giant', 'Cannon Cart', 'Dart Goblin', 'Arrows', 'Phoenix', 'Bomber', 'Bowler', 'Heal Spirit']","['Minions', 'Lava Hound', 'Tesla', 'Magic Archer', 'Lightning', 'Mega Minion', 'Mini P.E.K.K.A', 'Graveyard']","[0, 3]",0
"['Giant Skeleton', 'Zappies', 'Dart Goblin', 'Rage', 'Minions', 'Heal Spirit', 'Firecracker', 'Giant']","['Goblin Barrel', 'Tesla', 'Electro Spirit', 'Skeleton Army', 'Earthquake', 'Goblin Gang', 'Night Witch', 'Elixir Golem']","[0, 1]",0
"['Dart Goblin', 'Bowler', 'Goblin Giant', 'Rage', 'Dark Prince', 'Zap', 'Mirror', 'Electro Wizard']","['Goblin Barrel', 'Skeleton Army', 'Musketeer', 'Fireball', 'Valkyrie', 'Barbarians', 'Arrows', 'Wizard']","[1, 0]",1
"['Barbarians', 'Bomber', 'Golem', 'Little Prince', 'Tornado', 'Battle Healer', 'Electro Dragon', 'Elixir Collector']","['Valkyrie', 'Barbarians', 'Arrows', 'Wizard', 'Musketeer', 'Fireball', 'Goblin Barrel', 'Skeleton Army']","[1, 0]",1
"['Mortar', 'Bats', 'Miner', 'Archer Queen', 'Ice Golem', 'The Log', 'Ice Spirit', 'Arrows']","['Valkyrie', 'Barbarians', 'Arrows', 'Wizard', 'Musketeer', 'Fireball', 'Goblin Barrel', 'Skeleton Army']","[1, 0]",1
"['Knight', 'Dart Goblin', 'Goblin Barrel', 'Cannon', 'Skeleton Army', 'Skeleton Barrel', 'Princess', 'The Log']","['Valkyrie', 'Barbarians', 'Arrows', 'Wizard', 'Musketeer', 'Fireball', 'Goblin Barrel', 'Skeleton Army']","[0, 1]",0
"['Knight', 'Bats', 'Hog Rider', 'Furnace', 'Executioner', 'Skeleton Army', 'Mega Knight', 'Zap']","['Valkyrie', 'Barbarians', 'Arrows', 'Wizard', 'Musketeer', 'Fireball', 'Goblin Barrel', 'Skeleton Army']","[0, 1]",0
"['Firecracker', 'Knight', 'Fire Spirit', 'Skeletons', 'The Log', 'Tesla', 'Hog Rider', 'Fireball']","['Knight', 'Skeletons', 'Rocket', 'The Log', 'Tornado', 'Tesla', 'Ice Wizard', 'Poison']","[0, 1]",0
"['Royal Giant', 'Firecracker', 'Zap', 'Mini P.E.K.K.A', 'Barbarian Barrel', 'Fireball', 'Fisherman', 'Tesla']","['Knight', 'Skeletons', 'Rocket', 'The Log', 'Tornado', 'Tesla', 'Ice Wizard', 'Poison']","[0, 3]",0
"['Archers', 'Valkyrie', 'Battle Ram', 'Mega Knight', 'Skeleton Barrel', 'Baby Dragon', 'Zap', 'Fireball']","['Mega Knight', 'Skeleton Barrel', 'Magic Archer', 'The Log', 'Knight', 'Princess', 'Poison', 'Royal Delivery']","[1, 0]",1
"['Firecracker', 'Mega Knight', 'Golden Knight', 'Freeze', 'Earthquake', 'Hog Rider', 'Mini P.E.K.K.A', 'Witch']","['Golem', 'Lightning', 'Tornado', 'Night Witch', 'Lumberjack', 'Firecracker', 'Barbarian Barrel', 'Baby Dragon']","[0, 1]",0
"['Firecracker', 'Mega Knight', 'Royal Ghost', 'The Log', 'Fireball', 'Royal Delivery', 'Tesla', 'Hog Rider']","['Valkyrie', 'Barbarians', 'Arrows', 'Wizard', 'Musketeer', 'Fireball', 'Goblin Barrel', 'Skeleton Army']","[0, 1]",0
"['Goblin Giant', 'Mini P.E.K.K.A', 'Electro Wizard', 'Zap', 'Minions', 'Dark Prince', 'Sparky', 'Mirror']","['Valkyrie', 'Barbarians', 'Arrows', 'Wizard', 'Musketeer', 'Fireball', 'Goblin Barrel', 'Skeleton Army']","[0, 3]",0
"['Knight', 'Barbarian Barrel', 'Poison', 'Ice Wizard', 'Graveyard', 'Baby Dragon', 'Tornado', 'Tombstone']","['Valkyrie', 'Barbarians', 'Arrows', 'Wizard', 'Musketeer', 'Fireball', 'Goblin Barrel', 'Skeleton Army']","[1, 0]",1
"['Mortar', 'Bomber', 'Zap', 'Wizard', 'Giant Skeleton', 'Magic Archer', 'Skeleton Barrel', 'Skeleton Army']","['Goblin Barrel', 'Skeleton Army', 'Musketeer', 'Fireball', 'Valkyrie', 'Barbarians', 'Arrows', 'Wizard']","[1, 0]",1
"['Firecracker', 'Little Prince', 'Mega Knight', 'Flying Machine', 'Rage', 'Night Witch', 'Executioner', 'Golem']","['Valkyrie', 'Barbarians', 'Arrows', 'Wizard', 'Musketeer', 'Fireball', 'Goblin Barrel', 'Skeleton Army']","[1, 0]",1
"['Firecracker', 'Knight', 'Mega Knight', 'Goblin Gang', 'Skeleton Barrel', 'The Log', 'Wall Breakers', 'Earthquake']","['Valkyrie', 'Barbarians', 'Arrows', 'Wizard', 'Musketeer', 'Fireball', 'Goblin Barrel', 'Skeleton Army']","[1, 0]",1
"['Mega Knight', 'Mother Witch', 'Goblin Hut', 'Poison', 'Barbarian Barrel', 'Furnace', 'Flying Machine', 'Cannon Cart']","['Valkyrie', 'Barbarians', 'Arrows', 'Wizard', 'Musketeer', 'Fireball', 'Goblin Barrel', 'Skeleton Army']","[0, 3]",0
"['Firecracker', 'Knight', 'Ice Spirit', 'Tesla', 'Earthquake', 'Royal Delivery', 'Hog Rider', 'Skeletons']","['Valkyrie', 'Barbarians', 'Arrows', 'Wizard', 'Musketeer', 'Fireball', 'Goblin Barrel', 'Skeleton Army']","[3, 0]",1
"['Firecracker', 'Bomber', 'Golem', 'Poison', 'Mini P.E.K.K.A', 'Dart Goblin', 'Battle Ram', 'The Log']","['Valkyrie', 'Barbarians', 'Arrows', 'Wizard', 'Musketeer', 'Fireball', 'Goblin Barrel', 'Skeleton Army']","[0, 1]",0
"['Royal Recruits', 'Firecracker', 'Hog Rider', 'Fireball', 'Goblin Gang', 'Skeleton Barrel', 'Tesla', 'Arrows']","['Valkyrie', 'Barbarians', 'Arrows', 'Wizard', 'Musketeer', 'Fireball', 'Goblin Barrel', 'Skeleton Army']","[0, 3]",0
"['Barbarians', 'Sparky', 'Zap', 'Giant', 'Tesla', 'Elixir Collector', 'Arrows', 'Wizard']","['Knight', 'Guards', 'Little Prince', 'Skeleton Dragons', 'Bomb Tower', 'Tornado', 'Poison', 'Graveyard']","[1, 0]",1
"['Firecracker', 'Bowler', 'Giant Skeleton', 'Furnace', 'Mini P.E.K.K.A', 'Cannon Cart', 'Sparky', 'Flying Machine']","['Knight', 'Guards', 'Little Prince', 'Skeleton Dragons', 'Bomb Tower', 'Tornado', 'Freeze', 'Graveyard']","[0, 1]",0
"['Tesla', 'Ice Spirit', 'The Log', 'Knight', 'Skeletons', 'X-Bow', 'Archers', 'Elixir Collector']","['Knight', 'Guards', 'Little Prince', 'Skeleton Dragons', 'Bomb Tower', 'Tornado', 'Freeze', 'Graveyard']","[0, 1]",0
"['Royal Giant', 'Firecracker', 'Bats', 'Valkyrie', 'Arrows', 'Lightning', 'Goblin Gang', 'Fisherman']","['Knight', 'Guards', 'Little Prince', 'Skeleton Dragons', 'Bomb Tower', 'Tornado', 'Freeze', 'Graveyard']","[0, 1]",0
"['Firecracker', 'Knight', 'Skeletons', 'Royal Delivery', 'Tesla', 'Hog Rider', 'Earthquake', 'The Log']","['Knight', 'Guards', 'Little Prince', 'Skeleton Dragons', 'Bomb Tower', 'Tornado', 'Freeze', 'Graveyard']","[1, 0]",1
"['Firecracker', 'Knight', 'Goblin Hut', 'Wall Breakers', 'Furnace', 'The Log', 'Goblin Barrel', 'Ice Spirit']","['Knight', 'Guards', 'Little Prince', 'Skeleton Dragons', 'Bomb Tower', 'Tornado', 'Freeze', 'Graveyard']","[1, 0]",1
"['Valkyrie', 'Mother Witch', 'Inferno Dragon', 'Skeleton Barrel', 'Tornado', 'Dart Goblin', 'Sparky', 'Monk']","['Knight', 'Guards', 'Little Prince', 'Skeleton Dragons', 'Bomb Tower', 'Tornado', 'Freeze', 'Graveyard']","[1, 0]",1
"['Knight', 'Firecracker', 'Skeletons', 'Ice Spirit', 'Tesla', 'Earthquake', 'Hog Rider', 'The Log']","['Knight', 'Guards', 'Little Prince', 'Skeleton Dragons', 'Bomb Tower', 'Tornado', 'Freeze', 'Graveyard']","[1, 0]",1
"['Skeletons', 'Bomber', 'Goblin Drill', 'Mighty Miner', 'Poison', 'Tornado', 'Ice Spirit', 'Tesla']","['Knight', 'Guards', 'Little Prince', 'Skeleton Dragons', 'Bomb Tower', 'Tornado', 'Freeze', 'Graveyard']","[3, 0]",1
"['Knight', 'Ice Spirit', 'Lumberjack', 'Musketeer', 'Minions', 'Barbarian Barrel', 'Balloon', 'Giant Snowball']","['Knight', 'Guards', 'Little Prince', 'Skeleton Dragons', 'Bomb Tower', 'Tornado', 'Freeze', 'Graveyard']","[0, 1]",0
"['Firecracker', 'Knight', 'Hog Rider', 'Earthquake', 'Goblins', 'Ice Spirit', 'The Log', 'Bomb Tower']","['Knight', 'Guards', 'Little Prince', 'Skeleton Dragons', 'Bomb Tower', 'Tornado', 'Freeze', 'Graveyard']","[1, 0]",1
"['Hog Rider', 'Goblin Barrel', 'Zap', 'Guards', 'Firecracker', 'Mega Knight', 'Executioner', 'Dart Goblin']","['Knight', 'Guards', 'Little Prince', 'Skeleton Dragons', 'Bomb Tower', 'Tornado', 'Freeze', 'Graveyard']","[1, 0]",1
"['Sparky', 'Cannon', 'Little Prince', 'Mega Knight', 'Lumberjack', 'Rage', 'P.E.K.K.A', 'Arrows']","['Knight', 'Guards', 'Little Prince', 'Skeleton Dragons', 'Bomb Tower', 'Tornado', 'Freeze', 'Graveyard']","[2, 0]",1
"['Bats', 'Little Prince', 'Bomb Tower', 'Goblin Barrel', 'Ice Spirit', 'The Log', 'Giant Skeleton', 'Poison']","['Knight', 'Guards', 'Little Prince', 'Skeleton Dragons', 'Bomb Tower', 'Tornado', 'Freeze', 'Graveyard']","[3, 0]",1
"['Skeletons', 'The Log', 'Hog Rider', 'Musketeer', 'Fireball', 'Cannon', 'Ice Spirit', 'Ice Golem']","['Knight', 'Guards', 'Little Prince', 'Skeleton Dragons', 'Bomb Tower', 'Tornado', 'Freeze', 'Graveyard']","[3, 0]",1
"['Knight', 'Firecracker', 'Ice Spirit', 'Wall Breakers', 'Dart Goblin', 'Tesla', 'Earthquake', 'Hog Rider']","['Knight', 'Guards', 'Little Prince', 'Skeleton Dragons', 'Bomb Tower', 'Tornado', 'Freeze', 'Graveyard']","[1, 0]",1
"['Valkyrie', 'Bomber', 'Goblins', 'Miner', 'Inferno Tower', 'Little Prince', 'Tornado', 'Poison']","['Knight', 'Guards', 'Little Prince', 'Skeleton Dragons', 'Bomb Tower', 'Tornado', 'Freeze', 'Graveyard']","[0, 1]",0
"['Firecracker', 'Arrows', 'Dark Prince', 'Mini P.E.K.K.A', 'Lightning', 'Sparky', 'Ice Spirit', 'Goblin Giant']","['Knight', 'Guards', 'Little Prince', 'Skeleton Dragons', 'Bomb Tower', 'Tornado', 'Freeze', 'Graveyard']","[1, 0]",1
"['Bats', 'Firecracker', 'Lightning', 'Fisherman', 'Barbarian Barrel', 'Goblins', 'Rage', 'Goblin Giant']","['Knight', 'Guards', 'Little Prince', 'Skeleton Dragons', 'Bomb Tower', 'Tornado', 'Freeze', 'Graveyard']","[1, 0]",1
"['Knight', 'Elixir Golem', 'Electro Dragon', 'Bowler', 'Tornado', 'Barbarian Barrel', 'Fireball', 'Skeleton Dragons']","['Knight', 'Guards', 'Little Prince', 'Skeleton Dragons', 'Bomb Tower', 'Tornado', 'Freeze', 'Graveyard']","[3, 0]",1
"['Giant Skeleton', 'Giant', 'Furnace', 'Battle Healer', 'Witch', 'Miner', 'Goblin Hut', 'Elixir Collector']","['Knight', 'Guards', 'Little Prince', 'Skeleton Dragons', 'Bomb Tower', 'Tornado', 'Freeze', 'Graveyard']","[0, 2]",0
